연번,종류,시도,시군구,읍면동,설치장소명,도로명주소,지번주소,경도,위도,설치일시
616,그늘막(고정형),서울특별시,광진구,화양동,건대입구역 2번 출구 앞,서울특별시 광진구 능동로 103   (화양동),서울특별시 광진구 화양동 6-1 ,127.0702328,37.5402947,2019-09-02
617,그늘막(고정형),서울특별시,광진구,화양동,나래문화사,서울특별시 광진구 광나루로 424   (화양동),서울특별시 광진구 화양동 490-2 ,127.0765427,37.5459809,2023-06-09
618,그늘막(고정형),서울특별시,광진구,화양동,어린이대공원역 4번출구,서울특별시 광진구 능동로 183   (화양동),서울특별시 광진구 화양동 111-124 ,127.0736888,37.54704,2023-06-09
619,그늘막(고정형),서울특별시,광진구,화양동,선일빌딩 앞,서울특별시 광진구 아차산로 207   (화양동),서울특별시 광진구 화양동 48-5 ,127.0665461,37.5414978,2024-05-13
620,그늘막(고정형),서울특별시,광진구,화양동,기아 성수지점,서울특별시 광진구 아차산로 187   (화양동),서울특별시 광진구 화양동 50-1 ,127.0645773,37.5422635,2025-05-23
621,그늘막(고정형),서울특별시,광진구,화양동,KFC 어린이대공원점,서울특별시 광진구 광나루로 398   (화양동),서울특별시 광진구 화양동 230 ,127.0737183,37.5471739,2025-05-23
622,그늘막(고정형),서울특별시,광진구,화양동,세븐일레븐 건대입구역점,서울특별시 광진구 아차산로 219   (화양동),서울특별시 광진구 화양동 48-14 ,127.0678952,37.5410682,2025-05-23
623,그늘막(고정형),서울특별시,광진구,화양동,보람부동산,서울특별시 광진구 능동로 161   (화양동),서울특별시 광진구 화양동 90-3 ,127.0727393,37.5452834,2025-05-23
624,그늘막(스마트형),서울특별시,광진구,화양동,건대병원입구 정류소 주변, ,서울특별시 광진구 화양동 164-9 ,127.0715139,37.5421915,2025-09-23
625,그늘막(스마트형),서울특별시,광진구,화양동,건대입구역 4번출구,서울특별시 광진구 능동로 120-1    (화양동),서울특별시 광진구 화양동 4-12 ,127.0710018,37.5400625,2019-06-14
626,그늘막(스마트형),서울특별시,광진구,화양동,능동로 분수광장,서울특별시 광진구 능동로 120   (화양동),서울특별시 광진구 화양동 1 ,127.0724891,37.5430685,2019-08-26
627,그늘막(스마트형),서울특별시,광진구,화양동,현대아파트 101동 벽돌담 주변 횡단보도,"서울특별시 광진구 동일로24길 5   (화양동, 화양동현대아파트)",서울특별시 광진구 화양동 234 ,127.0653418,37.5442208,2020-08-03
628,그늘막(스마트형),서울특별시,광진구,화양동,의생명과학연구관 건국대병원 출입문 3, ,서울특별시 광진구 화양동 4-17 ,127.0719266,37.5419062,2024-05-13
629,그늘막(스마트형),서울특별시,광진구,화양동,현대오일뱅크 창원CW,서울특별시 광진구 광나루로 460   (화양동),서울특별시 광진구 화양동 302-13 ,127.0803058,37.5452004,2024-05-13
630,그늘막(스마트형),서울특별시,광진구,화양동,신원리브웰 앞,"서울특별시 광진구 능동로 170   (화양동, 신원리브웰 화양동 주상복합)",서울특별시 광진구 화양동 111-88 ,127.073662,37.5457406,2025-05-15
631,그늘막(스마트형),서울특별시,광진구,화양동,어템포가든 앞,서울특별시 광진구 능동로 160   (화양동),서울특별시 광진구 화양동 39-4 ,127.0732328,37.5449389,2025-05-15
632,그늘막(스마트형),서울특별시,광진구,화양동,건대하이뷰오피스텔 앞, ,서울특별시 광진구 화양동 196-1 ,127.0725194,37.5475397,2025-05-15
633,그늘막(고정형),서울특별시,광진구,군자동,면목로 교차로 KEB 하나은행 앞,서울특별시 광진구 천호대로 528   (군자동),서울특별시 광진구 군자동 467-20 ,127.0767188,37.557964,2017-07-03
634,그늘막(고정형),서울특별시,광진구,군자동,면목로 교차로 모델하우스 건물 앞,서울특별시 광진구 천호대로 528   (군자동),서울특별시 광진구 군자동 467-20 ,127.0769426,37.5578758,2017-07-03
635,그늘막(고정형),서울특별시,광진구,군자동,어린이대공원역 교차로 광진광장 앞,서울특별시 광진구 광나루로 389   (군자동),서울특별시 광진구 군자동 374-4 ,127.073108,37.5477306,2017-07-03
636,그늘막(고정형),서울특별시,광진구,군자동,화양사거리 티월드 앞,서울특별시 광진구 광나루로 341   (군자동),서울특별시 광진구 군자동 355-10 ,127.0678206,37.5484959,2017-07-03
637,그늘막(고정형),서울특별시,광진구,군자동,군자 메가박스,서울특별시 광진구 능동로 289   (군자동),서울특별시 광진구 군자동 477-12 ,127.0783693,37.555818,2023-06-09
638,그늘막(고정형),서울특별시,광진구,군자동,화양삼거리 두산위브파크 앞,"서울특별시 광진구 광나루로 369   (군자동, 광진두산위브파크)",서울특별시 광진구 군자동 503 ,127.0712659,37.5481892,2018-08-01
639,그늘막(고정형),서울특별시,광진구,군자동,어린이대공원 광진광장 앞,서울특별시 광진구 광나루로 389   (군자동),서울특별시 광진구 군자동 374-4 ,127.0735772,37.5475821,2019-06-14
640,그늘막(고정형),서울특별시,광진구,군자동,글터빌딩 앞,서울특별시 광진구 동일로 222   (군자동),서울특별시 광진구 군자동 349-1 ,127.069476,37.5515401,2020-07-30
641,그늘막(고정형),서울특별시,광진구,군자동,담미온식당 앞,서울특별시 광진구 동일로 262   (군자동),서울특별시 광진구 군자동 130-8 ,127.0713126,37.5547678,2020-07-30
642,그늘막(고정형),서울특별시,광진구,군자동,군자경로당 앞 ,서울특별시 광진구 동일로52길 27   (군자동),서울특별시 광진구 군자동 115-1 ,127.0729005,37.5543777,2022-07-09
643,그늘막(고정형),서울특별시,광진구,군자동,인정순복음교회,서울특별시 광진구 동일로 242   (군자동),서울특별시 광진구 군자동 125-54 ,127.0704514,37.5531133,2023-06-09
644,그늘막(고정형),서울특별시,광진구,군자동,버거킹 어린이대공원점,서울특별시 광진구 능동로 243   (군자동),서울특별시 광진구 군자동 236 ,127.0764059,37.5519289,2023-06-09
645,그늘막(고정형),서울특별시,광진구,군자동,고봉민김밥,서울특별시 광진구 능동로 271   (군자동),서울특별시 광진구 군자동 2-2 ,127.0775861,37.5542403,2023-06-09
646,그늘막(스마트형),서울특별시,광진구,군자동,광진 동양파라곤 2단지,"서울특별시 광진구 광나루로 361   (군자동, 광진 동양파라곤 2단지)",서울특별시 광진구 군자동 358-9 ,127.0703512,37.5482986,2020-04-09
647,그늘막(스마트형),서울특별시,광진구,군자동,세종사이버대학교 앞,서울특별시 광진구 군자로 114   (군자동),서울특별시 광진구 군자동 111-1 ,127.0725435,37.553143,2024-05-13
648,그늘막(스마트형),서울특별시,광진구,군자동,군자역 스타벅스 앞,서울특별시 광진구 천호대로 548   (군자동),서울특별시 광진구 군자동 478-5 ,127.0791337,37.5569641,2024-05-13
649,그늘막(스마트형),서울특별시,광진구,군자동,T월드 군자역점 앞,서울특별시 광진구 능동로 297   (군자동),서울특별시 광진구 군자동 477-19 ,127.0788682,37.5564708,2024-05-15
650,그늘막(고정형),서울특별시,광진구,중곡제1동,샐리침대 앞,서울특별시 광진구 천호대로 527   (중곡동),서울특별시 광진구 중곡동 639-2 ,127.077172,37.558374,2017-07-03
651,그늘막(고정형),서울특별시,광진구,중곡제1동,용마사거리  T월드 앞,서울특별시 광진구 능동로 373   (중곡동),서울특별시 광진구 중곡동 164-1 ,127.08221,37.562409,2017-07-03
652,그늘막(고정형),서울특별시,광진구,중곡제1동,군자역 2번출구 앞,서울특별시 광진구 천호대로 549   (중곡동),서울특별시 광진구 중곡동 649-6 ,127.079487,37.557365,2019-09-02
653,그늘막(고정형),서울특별시,광진구,중곡제1동,중곡1동 사거리 교촌치킨 앞,서울특별시 광진구 긴고랑로 40   (중곡동),서울특별시 광진구 중곡동 243-1 ,127.0805687,37.5627578,2020-07-29
654,그늘막(고정형),서울특별시,광진구,중곡제1동,CU편의점 앞,서울특별시 광진구 능동로 337-1    (중곡동),서울특별시 광진구 중곡동 162-4 ,127.0807384,37.5597692,2020-07-29
655,그늘막(고정형),서울특별시,광진구,중곡제1동,돈우리정육식당 앞,서울특별시 광진구 긴고랑로 52   (중곡동),서울특별시 광진구 중곡동 163-2 ,127.0820417,37.5622645,2020-07-29
656,그늘막(고정형),서울특별시,광진구,중곡제1동,현대오일뱅크,서울특별시 광진구 동일로 398   (중곡동),서울특별시 광진구 중곡동 235-2 ,127.0777309,37.5658962,2023-06-09
657,그늘막(고정형),서울특별시,광진구,중곡제1동,군자차바닥,서울특별시 광진구 긴고랑로 1   (중곡동),서울특별시 광진구 중곡동 238-5 ,127.0768055,37.5643272,2023-06-09
658,그늘막(고정형),서울특별시,광진구,중곡제1동,동부자동차공업사,서울특별시 광진구 동일로 374   (중곡동),서울특별시 광진구 중곡동 249-1 ,127.0765883,37.5639679,2023-06-09
659,그늘막(고정형),서울특별시,광진구,중곡제1동,그린팜마트 군자점,서울특별시 광진구 천호대로 525   (중곡동),서울특별시 광진구 중곡동 638-4 ,127.0769155,37.5585674,2023-06-09
660,그늘막(고정형),서울특별시,광진구,중곡제1동,군자교 횡단보도,서울특별시 광진구 동일로 323   (중곡동),서울특별시 광진구 중곡동 611-7 ,127.0736915,37.5600451,2025-05-23
661,그늘막(고정형),서울특별시,광진구,중곡제1동,봉화약국,서울특별시 광진구 긴고랑로 31   (중곡동),서울특별시 광진구 중곡동 241-30 ,127.0800242,37.5632811,2025-05-23
662,그늘막(스마트형),서울특별시,광진구,중곡제1동,우성빌라 앞 버스정류장,"서울특별시 광진구 동일로 395   (중곡동, 우성빌라)",서울특별시 광진구 중곡동 237-3 ,127.0771033,37.5658729,2023-07-28
663,그늘막(스마트형),서울특별시,광진구,중곡제1동,에이스침대 중곡점 앞,서울특별시 광진구 천호대로 511   (중곡동),서울특별시 광진구 중곡동 636-5 ,127.0755771,37.5589841,2025-06-09
664,그늘막(고정형),서울특별시,광진구,중곡제2동,군자역 3번 출구 횡단보도,서울특별시 광진구 천호대로 553   (중곡동),서울특별시 광진구 중곡동 157-8 ,127.079745,37.557267,2018-08-01
665,그늘막(고정형),서울특별시,광진구,중곡제2동,아차산역 삼거리,서울특별시 광진구 천호대로 635   (중곡동),서울특별시 광진구 중곡동 116-6 ,127.0883528,37.5540036,2018-08-01
666,그늘막(고정형),서울특별시,광진구,중곡제2동,새동산약국 앞,서울특별시 광진구 능동로 378   (중곡동),서울특별시 광진구 중곡동 31-38 ,127.0827976,37.5628963,2024-05-13
667,그늘막(고정형),서울특별시,광진구,중곡제2동,교촌치킨 앞,서울특별시 광진구 용마산로 109   (중곡동),서울특별시 광진구 중곡동 24-2 ,127.086786,37.56343,2024-05-13
668,그늘막(고정형),서울특별시,광진구,중곡제2동,삼광오토바이 앞,서울특별시 광진구 용마산로 79   (중곡동),서울특별시 광진구 중곡동 150-123 ,127.0872903,37.5607574,2024-05-13
669,그늘막(고정형),서울특별시,광진구,중곡제2동,폴햄 앞,서울특별시 광진구 용마산로 29   (중곡동),서울특별시 광진구 중곡동 117-1 ,127.0880198,37.5561795,2024-05-13
670,그늘막(고정형),서울특별시,광진구,중곡제2동,시대공인중개사 앞,서울특별시 광진구 능동로 320   (중곡동),서울특별시 광진구 중곡동 158-24 ,127.0802683,37.5582569,2024-05-13
671,그늘막(고정형),서울특별시,광진구,중곡제2동,선경공인중개사 앞,서울특별시 광진구 능동로 368   (중곡동),서울특별시 광진구 중곡동 41-20 ,127.082406,37.5620948,2024-05-13
672,그늘막(고정형),서울특별시,광진구,중곡제2동,비스크 앞,서울특별시 광진구 능동로 372   (중곡동),서울특별시 광진구 중곡동 40-14 ,127.082575,37.5624498,2024-05-13
673,그늘막(고정형),서울특별시,광진구,중곡제2동,백억커피 앞,서울특별시 광진구 천호대로 635   (중곡동),서울특별시 광진구 중곡동 116-6 ,127.088398,37.5539596,2024-05-13
674,그늘막(스마트형),서울특별시,광진구,중곡제2동,"구, 새마을금고 앞",서울특별시 광진구 용마산로 87   (중곡동),서울특별시 광진구 중곡동 150-115 ,127.087143,37.5614438,2020-05-04
675,그늘막(스마트형),서울특별시,광진구,중곡제2동,더 클래식빌라 앞 정류소,"서울특별시 광진구 긴고랑로20길 3   (중곡동, 더 클래식)",서울특별시 광진구 중곡동 340-34 ,127.0841306,37.561172,2023-07-28
676,그늘막(스마트형),서울특별시,광진구,중곡제2동,금수산보신탕 앞,서울특별시 광진구 용마산로 55-2    (중곡동),서울특별시 광진구 중곡동 266-5 ,127.0882612,37.554908,2024-05-13
677,그늘막(스마트형),서울특별시,광진구,중곡제2동,동문자동차공업사 앞,서울특별시 광진구 천호대로 623   (중곡동),서울특별시 광진구 중곡동 119-8 ,127.086845,37.5545677,2024-05-13
678,그늘막(스마트형),서울특별시,광진구,중곡제2동,중곡사거리 교통섬,서울특별시 광진구 용마산로 63   (중곡동),서울특별시 광진구 중곡동 125-5 ,127.087541,37.559443,2019-08-26
679,그늘막(스마트형),서울특별시,광진구,중곡제2동,버거킹 앞,서울특별시 광진구 천호대로 575   (중곡동),서울특별시 광진구 중곡동 140-29 ,127.082176,37.5563,2019-08-26
